District Name,Zone,Geographical Region,Development Region,Measure Names,Unit,Measure Values
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33111,28392.337000000003
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33102,31374.744
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33101,27811.621
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33091,28465.617
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33083,30822.93
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33082,27475.879
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33081,36892.252
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33072,28799.499
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33071,27087.549
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33063,28136.799
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33062,24630.984
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33061,28548.046
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33053,28413.563
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33052,29726.028
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33051,28693.358
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33043,28770.226
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33042,28861.95
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33041,24550.029
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33033,26196.166
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33032,25617.483
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33031,27639.092
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33022,27295.778
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33021,26462.409
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33013,29549.246
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33012,30599.106
Bara,Narayani,Terai,Central,Average per capita consumption (NR),33011,47367.199
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58141,27535.936
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58132,4137.0945
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58131,3826.2512
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58121,4842.5256
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58113,2764.7079
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58112,2646.616
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58111,3565.434
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58102,2260.7508
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58101,3965.199
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58093,2301.7728
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58092,2165.386
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58091,3341.061
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58083,3157.2
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58082,3002.6115
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58081,3235.9040000000005
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58071,1737.6291
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58061,4807.1184
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58052,2087.0265
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58051,5142.7262
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58042,4216.49
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58041,6448.1476
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58032,3974.6176
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58031,4611.84
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58021,4325.9067
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58013,3811.2552
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58012,2045.8647
Bardiya,Bheri,Terai,Mid-Western,Number of poor,58011,4765.3648
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58141,0.068
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58132,0.0203
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58131,0.0214
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58121,0.0155
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58113,0.0147
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58112,0.0211
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58111,0.0307
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58102,0.0148
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58101,0.0227
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58093,0.0195
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58092,0.021
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58091,0.0162
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58083,0.0118
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58082,0.0225
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58081,0.0174
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58071,0.0141
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58061,0.0445
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58052,0.0161
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58051,0.0235
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58042,0.016
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58041,0.0216
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58032,0.0119
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58031,0.0176
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58021,0.013
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58013,0.0202
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58012,0.0117
Bardiya,Bheri,Terai,Mid-Western,Severity of poverty,58011,0.0231
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58141,0.1593
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58132,0.0622
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58131,0.0636
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58121,0.0499
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58113,0.0462
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58112,0.0637
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58111,0.0877
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58102,0.0474
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58101,0.0678
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58093,0.0588
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58092,0.0635
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58091,0.0497
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58083,0.037000000000000005
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58082,0.0678
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58081,0.0539
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58071,0.0441
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58061,0.1187
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58052,0.0513
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58051,0.0685
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58042,0.049
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58041,0.0646
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58032,0.0385
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58031,0.0534
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58021,0.0411
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58013,0.0612
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58012,0.037000000000000005
Bardiya,Bheri,Terai,Mid-Western,Poverty gap,58011,0.0695
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58141,49.6
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58132,28.05
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58131,27.88
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58121,24.03
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58113,21.73
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58112,28.3
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58111,35.96
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58102,22.76
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58101,29.58
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58093,26.24
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58092,28.1
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58091,22.59
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58083,17.54
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58082,29.85
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58081,24.8
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58071,20.61
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58061,44.24
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58052,24.51
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58051,29.23
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58042,22.28
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58041,28.18
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58032,18.88
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58031,24.0
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58021,19.41
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58013,27.27
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58012,17.73
Bardiya,Bheri,Terai,Mid-Western,Percent of poor,58011,30.61
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58141,25925.174
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58132,28951.899
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58131,29392.305
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58121,29768.308
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58113,35410.532
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58112,29585.207
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58111,28225.1
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58102,31397.159
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58101,30209.797
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58093,30933.248
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58092,29346.646
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58091,33802.366
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58083,37208.485
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58082,29346.028
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58081,31153.298
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58071,32783.972
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58061,24088.847
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58052,30140.688
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58051,29339.553
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58042,33590.038
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58041,30160.797
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58032,35056.021
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58031,31666.508
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58021,35802.088
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58013,29365.367
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58012,35386.197
Bardiya,Bheri,Terai,Mid-Western,Average per capita consumption (NR),58011,27158.775
Bhaktapur,Bagmati,Hill,Central,Number of poor,26112,10236.3702
Bhaktapur,Bagmati,Hill,Central,Number of poor,26101,174.7658
Bhaktapur,Bagmati,Hill,Central,Number of poor,26093,112.7172
Bhaktapur,Bagmati,Hill,Central,Number of poor,26092,206.6376
Bhaktapur,Bagmati,Hill,Central,Number of poor,26091,246.5424
Bhaktapur,Bagmati,Hill,Central,Number of poor,26081,152.328
Bhaktapur,Bagmati,Hill,Central,Number of poor,26071,290.9088
Bhaktapur,Bagmati,Hill,Central,Number of poor,26061,450.8339
Bhaktapur,Bagmati,Hill,Central,Number of poor,26052,287.8128
Bhaktapur,Bagmati,Hill,Central,Number of poor,26051,458.2287
Bhaktapur,Bagmati,Hill,Central,Number of poor,26041,834.12
Bhaktapur,Bagmati,Hill,Central,Number of poor,26032,328.8483
Bhaktapur,Bagmati,Hill,Central,Number of poor,26031,495.7654
Bhaktapur,Bagmati,Hill,Central,Number of poor,26022,245.0239
Bhaktapur,Bagmati,Hill,Central,Number of poor,26021,207.5727
Bhaktapur,Bagmati,Hill,Central,Number of poor,26011,22216.1401
Bhaktapur,Bagmati,Hill,Central,Severity of poverty,26112,0.0089
Bhaktapur,Bagmati,Hill,Central,Severity of poverty,26101,0.0004
Bhaktapur,Bagmati,Hill,Central,Severity of poverty,26093,0.0009
Bhaktapur,Bagmati,Hill,Central,Severity of poverty,26092,0.0007
Bhaktapur,Bagmati,Hill,Central,Severity of poverty,26091,0.002
Bhaktapur,Bagmati,Hill,Central,Severity of poverty,26081,0.0003
Bhaktapur,Bagmati,Hill,Central,Severity of poverty,26071,0.0013
Bhaktapur,Bagmati,Hill,Central,Severity of poverty,26061,0.0018
Bhaktapur,Bagmati,Hill,Central,Severity of poverty,26052,0.0023
Bhaktapur,Bagmati,Hill,Central,Severity of poverty,26051,0.003
Bhaktapur,Bagmati,Hill,Central,Severity of poverty,26041,0.0044
Bhaktapur,Bagmati,Hill,Central,Severity of poverty,26032,0.0025
Bhaktapur,Bagmati,Hill,Central,Severity of poverty,26031,0.0029
Bhaktapur,Bagmati,Hill,Central,Severity of poverty,26022,0.0014
Bhaktapur,Bagmati,Hill,Central,Severity of poverty,26021,0.0008
Bhaktapur,Bagmati,Hill,Central,Severity of poverty,26011,0.0243
Bhaktapur,Bagmati,Hill,Central,Poverty gap,26112,0.027000000000000003
Bhaktapur,Bagmati,Hill,Central,Poverty gap,26101,0.0017
Bhaktapur,Bagmati,Hill,Central,Poverty gap,26093,0.0037
Bhaktapur,Bagmati,Hill,Central,Poverty gap,26092,0.0028
Bhaktapur,Bagmati,Hill,Central,Poverty gap,26091,0.0075
Bhaktapur,Bagmati,Hill,Central,Poverty gap,26081,0.0011
Bhaktapur,Bagmati,Hill,Central,Poverty gap,26071,0.0049
Bhaktapur,Bagmati,Hill,Central,Poverty gap,26061,0.0068
Bhaktapur,Bagmati,Hill,Central,Poverty gap,26052,0.0085
Bhaktapur,Bagmati,Hill,Central,Poverty gap,26051,0.011
Bhaktapur,Bagmati,Hill,Central,Poverty gap,26041,0.0155
Bhaktapur,Bagmati,Hill,Central,Poverty gap,26032,0.0091
Bhaktapur,Bagmati,Hill,Central,Poverty gap,26031,0.0105
Bhaktapur,Bagmati,Hill,Central,Poverty gap,26022,0.0053
Bhaktapur,Bagmati,Hill,Central,Poverty gap,26021,0.0032
Bhaktapur,Bagmati,Hill,Central,Poverty gap,26011,0.0675
Bhaktapur,Bagmati,Hill,Central,Percent of poor,26112,12.39
Bhaktapur,Bagmati,Hill,Central,Percent of poor,26101,1.13
Bhaktapur,Bagmati,Hill,Central,Percent of poor,26093,2.37
Bhaktapur,Bagmati,Hill,Central,Percent of poor,26092,1.79
Bhaktapur,Bagmati,Hill,Central,Percent of poor,26091,4.39
Bhaktapur,Bagmati,Hill,Central,Percent of poor,26081,0.8
Bhaktapur,Bagmati,Hill,Central,Percent of poor,26071,2.96
Bhaktapur,Bagmati,Hill,Central,Percent of poor,26061,4.07
Bhaktapur,Bagmati,Hill,Central,Percent of poor,26052,5.06
Bhaktapur,Bagmati,Hill,Central,Percent of poor,26051,6.33
Bhaktapur,Bagmati,Hill,Central,Percent of poor,26041,8.4
Bhaktapur,Bagmati,Hill,Central,Percent of poor,26032,5.31
Bhaktapur,Bagmati,Hill,Central,Percent of poor,26031,6.11
Bhaktapur,Bagmati,Hill,Central,Percent of poor,26022,3.19
Bhaktapur,Bagmati,Hill,Central,Percent of poor,26021,2.01
Bhaktapur,Bagmati,Hill,Central,Percent of poor,26011,27.23
Bhaktapur,Bagmati,Hill,Central,Average per capita consumption (NR),26112,43718.688
Bhaktapur,Bagmati,Hill,Central,Average per capita consumption (NR),26101,72463.50200000001
Bhaktapur,Bagmati,Hill,Central,Average per capita consumption (NR),26093,61344.09
Bhaktapur,Bagmati,Hill,Central,Average per capita consumption (NR),26092,68010.259
Bhaktapur,Bagmati,Hill,Central,Average per capita consumption (NR),26091,54128.27
Bhaktapur,Bagmati,Hill,Central,Average per capita consumption (NR),26081,73838.48
Bhaktapur,Bagmati,Hill,Central,Average per capita consumption (NR),26071,61212.679
Bhaktapur,Bagmati,Hill,Central,Average per capita consumption (NR),26061,55029.891
Bhaktapur,Bagmati,Hill,Central,Average per capita consumption (NR),26052,50081.722
Bhaktapur,Bagmati,Hill,Central,Average per capita consumption (NR),26051,46946.981
Bhaktapur,Bagmati,Hill,Central,Average per capita consumption (NR),26041,45318.811
Bhaktapur,Bagmati,Hill,Central,Average per capita consumption (NR),26032,53018.085
Bhaktapur,Bagmati,Hill,Central,Average per capita consumption (NR),26031,48569.447
Bhaktapur,Bagmati,Hill,Central,Average per capita consumption (NR),26022,59970.93900000001
Bhaktapur,Bagmati,Hill,Central,Average per capita consumption (NR),26021,65268.088
Bhaktapur,Bagmati,Hill,Central,Average per capita consumption (NR),26011,31053.389
Bhojpur,Kosi,Hill,Eastern,Number of poor,10132,2517.4116
Bhojpur,Kosi,Hill,Eastern,Number of poor,10131,2384.5536
Bhojpur,Kosi,Hill,Eastern,Number of poor,10122,1692.3334
Bhojpur,Kosi,Hill,Eastern,Number of poor,10121,3520.7333
Bhojpur,Kosi,Hill,Eastern,Number of poor,10112,2166.8295
Bhojpur,Kosi,Hill,Eastern,Number of poor,10111,1892.0476
Bhojpur,Kosi,Hill,Eastern,Number of poor,10102,1790.1873
Bhojpur,Kosi,Hill,Eastern,Number of poor,10101,1415.2415
Bhojpur,Kosi,Hill,Eastern,Number of poor,10092,1203.741
Bhojpur,Kosi,Hill,Eastern,Number of poor,10091,810.7972
Bhojpur,Kosi,Hill,Eastern,Number of poor,10082,805.0215
Bhojpur,Kosi,Hill,Eastern,Number of poor,10081,825.92
Bhojpur,Kosi,Hill,Eastern,Number of poor,10072,1199.2602
Bhojpur,Kosi,Hill,Eastern,Number of poor,10071,321.18
Bhojpur,Kosi,Hill,Eastern,Number of poor,10062,1610.6343
Bhojpur,Kosi,Hill,Eastern,Number of poor,10061,1227.3538
Bhojpur,Kosi,Hill,Eastern,Number of poor,10052,1113.2256
Bhojpur,Kosi,Hill,Eastern,Number of poor,10051,1106.1996
Bhojpur,Kosi,Hill,Eastern,Number of poor,10042,1607.3855
Bhojpur,Kosi,Hill,Eastern,Number of poor,10041,2210.8544
Bhojpur,Kosi,Hill,Eastern,Number of poor,10032,2333.0304
Bhojpur,Kosi,Hill,Eastern,Number of poor,10031,3399.8634
Bhojpur,Kosi,Hill,Eastern,Number of poor,10022,1912.9705
Bhojpur,Kosi,Hill,Eastern,Number of poor,10021,1095.525
Bhojpur,Kosi,Hill,Eastern,Number of poor,10012,2552.1582
Bhojpur,Kosi,Hill,Eastern,Number of poor,10011,1550.6136
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10132,0.0211
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10131,0.0184
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10122,0.0145
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10121,0.0147
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10112,0.0193
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10111,0.0188
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10102,0.0145
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10101,0.0166
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10092,0.011
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10091,0.0085
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10082,0.0089
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10081,0.0075
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10072,0.0038
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10071,0.0057
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10062,0.0175
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10061,0.0151
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10052,0.0096
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10051,0.0118
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10042,0.0141
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10041,0.0153
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10032,0.0158
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10031,0.015
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10022,0.0103
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10021,0.0154
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10012,0.0248
Bhojpur,Kosi,Hill,Eastern,Severity of poverty,10011,0.0144
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10132,0.0692
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10131,0.0621
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10122,0.0498
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10121,0.0503
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10112,0.0647
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10111,0.0627
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10102,0.05
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10101,0.0564
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10092,0.0388
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10091,0.0311
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10082,0.0315
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10081,0.028
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10072,0.0147
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10071,0.0221
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10062,0.0594
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10061,0.0524
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10052,0.0345
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10051,0.0412
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10042,0.0484
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10041,0.0523
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10032,0.0532
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10031,0.0513
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10022,0.0369
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10021,0.0529
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10012,0.0789
Bhojpur,Kosi,Hill,Eastern,Poverty gap,10011,0.0494
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10132,33.22
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10131,30.88
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10122,25.51
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10121,25.57
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10112,32.03
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10111,30.76
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10102,25.71
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10101,28.39
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10092,20.79
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10091,17.24
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10082,16.93
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10081,16.0
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10072,8.78
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10071,13.25
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10062,29.81
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10061,27.07
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10052,19.01
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10051,21.72
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10042,24.71
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10041,26.56
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10032,26.56
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10031,26.27
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10022,20.05
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10021,27.05
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10012,36.34
Bhojpur,Kosi,Hill,Eastern,Percent of poor,10011,25.47
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10132,25514.543
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10131,26047.655
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10122,28670.492
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10121,28229.91
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10112,25426.963
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10111,26278.538
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10102,28208.694
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10101,27013.304
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10092,30348.878
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10091,33153.901
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10082,33010.25
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10081,32613.752
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10072,41583.993
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10071,33804.201
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10062,26386.799
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10061,27263.01
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10052,31142.12
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10051,29998.727000000006
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10042,28806.543
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10041,28015.147
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10032,27929.915
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10031,27965.068
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10022,30837.559
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10021,27333.364
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10012,24854.35
Bhojpur,Kosi,Hill,Eastern,Average per capita consumption (NR),10011,28147.779
Chitawan,Narayani,Terai,Central,Number of poor,35141,3929.2569
Chitawan,Narayani,Terai,Central,Number of poor,35134,1035.351
Chitawan,Narayani,Terai,Central,Number of poor,35133,1422.1899
Chitawan,Narayani,Terai,Central,Number of poor,35132,1690.2688
